GIVE_UNIT_COMMAND_BUTTON;부대 지휘
the_meiji_restoration_NEWS_LONG;일본으로의 서구 문물 유입은 수백 년간 섬나라를 통치해 온 봉건제의 타도와 도쿄 천황의 권력 복귀로 최고조에 달했습니다. 수요일 쇼군이 권력을 포기하고 메이지(계몽 통치) 시대가 선포되면서 사회, 정치, 경제 개혁의 새로운 시대가 열렸습니다. 이 새로운 계몽 행정부하에 떠오르는 태양의 땅에는 분명 밝은 미래가 기다리고 있을 것이지만, 일부에서는 이 신생 일본이 결국 아시아의 유럽 이권에 도전할 수 있다는 우려의 목소리를 내고 있습니다.
the_meiji_restoration_NEWS_MEDIUM;일본으로의 서구 문물 유입은 봉건제의 타도와 천황권의 복귀로 최고조에 달했으며, 메이지(계몽 통치) 시대가 선포되었습니다. 일부에서는 이 신생 일본이 결국 아시아의 유럽 이권에 도전할 수 있다는 우려의 목소리를 내고 있습니다.
the_meiji_restoration_NEWS_SHORT;일본으로의 서구 문물 유입은 봉건제의 타도와 도쿄 천황의 권력 복귀로 최고조에 달했으며, 마침내 메이지(계몽 통치) 시대가 선포되었습니다.
kiel_canal_NEWS_LONG;상업 및 해군 이권의 결합으로 $TAG0_0$는(은) 선박이 윌란반도 주변의 험난한 바다를 돌아갈 필요 없이 발트해와 북해를 오갈 수 있는 인공 수로 건설이라는 아이디어를 낳게 되었습니다. 길이 61마일에 달하는 이 운하는 곧 세계에서 가장 붐비는 인공 수로 중 하나가 될 것으로 예상됩니다. 이 프로젝트는 모든 해양 국가들의 상업에 새로운 활기를 불어넣고 있으며, 국가의 위대함이 전쟁과 정복이 아니라 제조업, 무역, 공학을 통해 성취될 수 있음을 증명합니다.
kiel_canal_NEWS_MEDIUM;길이 61마일의 이 운하는 곧 세계에서 가장 붐비는 인공 수로 중 하나가 될 것으로 예상됩니다. 이 프로젝트는 상업에 새로운 활기를 불어넣고 있으며 국가의 위대함이 전쟁과 정복이 아닌 제조업, 무역, 공학을 통해 성취될 수 있음을 증명합니다.
kiel_canal_NEWS_SHORT;길이 61마일에 달하는 킬 운하는 곧 세계에서 가장 붐비는 인공 수로 중 하나가 될 것으로 예상됩니다. 이 프로젝트는 모든 해양 국가들의 상업에 새로운 활기를 불어넣고 있습니다.
suez_canal_NEWS_LONG;$TAG0_0$에게 자랑스러운 날입니다. 역사상 최초의 배가 새로 개통된 수에즈 지협을 가로지르는 운하를 성공적으로 통과했습니다. 현대 공학의 진정한 경이로움인 길이 102마일, 깊이 26피트의 수에즈 운하는 곧 세계에서 가장 활발한 항로 중 하나가 되어 운임 비용을 크게 낮추고 전 세계 상업을 부흥시킬 것으로 예상됩니다. '운항 수수료로는 영원히 유지비를 감당하지 못할 것이며, 아프리카를 돌아가는 항로가 계속 주도권을 쥘 것이다'라고 회의론자들은 이 발전의 중요성을 무모하게 축소시키려 합니다.
suez_canal_NEWS_MEDIUM;$TAG0_0$에게 자랑스러운 날입니다. 역사상 최초의 배가 새로 개통된 수에즈 지협을 가로지르는 운하를 성공적으로 통과했습니다. 현대 공학의 진정한 경이로움인 길이 102마일의 수에즈 운하는 곧 세계에서 가장 활발한 항로 중 하나가 될 것으로 예상됩니다.
suez_canal_NEWS_SHORT;$TAG0_0$에게 자랑스러운 날입니다. 역사상 최초의 배가 수에즈 지협을 가로지르는 길이 102마일, 깊이 26피트의 새로 개통된 운하를 성공적으로 통과했습니다.
panama_canal_NEWS_LONG;파나마 지협을 가로지르는 운하의 개통은 $TAG0_0$에게 자랑스러운 날을 선사합니다. 이 운하는 길이가 48마일이며 양 끝단에 가장 정교한 갑문을 갖춘, 해발 85피트 위의 갑문식 수로입니다. 전 세계를 통틀어 가장 건강에 해로운 지역 중 하나에서 건설되었기에, 이 운하는 현대 의학뿐 아니라 현대 공학의 기념비적인 성과로 손꼽힙니다. 운하는 즉시 국제 해상 상업의 주요 통로가 될 것으로 기대되며, 일부 전문가들은 전시 상황에서 운하를 통제하는 국가에 큰 전략적 이점을 제공할 것이라고 주장합니다.
panama_canal_NEWS_MEDIUM;파나마 지협을 가로지르는 운하의 개통은 $TAG0_0$에게 자랑스러운 날을 선사합니다. 이 운하는 48마일 길이로 해발 85피트 위에 만들어진 갑문식 수로입니다. 세계에서 가장 건강에 역병이 도는 곳에 지어졌으며 현대 공학은 물론 의학의 기념비적 성과이기도 합니다.
panama_canal_NEWS_SHORT;파나마 지협을 가로지르는 운하의 개통은 $TAG0_0$에게 자랑스러운 날을 선사합니다. 이 운하는 길이가 48마일이며 양 끝단에 가장 정교한 갑문을 갖춘, 해발 85피트 위의 갑문식 수로입니다.
empress_of_india_NEWS_LONG;델리에서의 '제국 두르바르' 이후 트라팔가 광장 기념탑 아래에서 빅토리아 여왕의 '인도 여제' 칭호 획득을 선언하는 왕실 선포문이 낭독되었습니다. 인도는 옛 무굴 제국의 황제가 영국 동인도 회사에 의해 폐위된 이후 왕관을 쓴 통치자가 없었습니다. 회사가 해체된 후 인도의 수많은 번왕국들 위로 여왕의 우월성을 제국 칭호 확보를 통해 공식화해야 한다는 의견이 잇달아 나왔습니다. 벤저민 디즈레일리 총리가 이 대담한 아이디어를 낸 인물로 평가받고 있습니다.
empress_of_india_NEWS_MEDIUM;델리에서의 '제국 두르바르' 이후 트라팔가 광장에서 빅토리아 여왕의 '인도 여제' 칭호 획득을 알리는 왕실 선포문이 낭독되었습니다. 이 제국 칭호는 인도의 수많은 번왕국에 대한 여왕의 우월성을 명백히 확인해 줍니다.
empress_of_india_NEWS_SHORT;델리에서의 공식적인 '제국 두르바르' 행사 이후, 바로 트라팔가 광장에서 빅토리아 여왕의 '인도 여제' 칭호 획득을 알리는 왕실 선포문이 낭독되었습니다.
COUNTRYALERT_ColonialGood_invest;§G우리는 다음 지역의 식민지에 투자할 수 있습니다: §!§Y$REGION$§!
aar_fake1_title;복면 자경단의 습격!
aar_fake1;최근 우리 수도에서 '캣맨'이라 자칭하는 고양이 복장을 한 정체불명의 개인이 상어를 물리치며 범죄 소탕 활동을 벌이는 것이 목격되었습니다.
aar_fake2_title;가우스 사망
aar_fake2;어제 유명한 독일의 수학자 칼 프리드리히 가우스가 세상을 떠났습니다. 수학자들은 수세기 동안 그를 기억할 것입니다. 그는 수학을 '과학의 여왕'이라 명명했습니다.
aar_fake3_title;책임 정부!
aar_fake3;1848년, 영국령 북미 최초의 책임 정부가 노바스코샤 식민지에 수립되었으며 제임스 유니액과 조지프 하우가 정부를 이끌게 되었습니다.
